#      REAL   NALLORB   NKPOINT
          T        30         1
#   IKPOINT
          1
# MATRIX
   1.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   2.833712395615563E-01   1.668412515897122E-01   0.000000000000000E+00  -2.889774737120299E-01   2.665413605564517E-02   3.712739332998925E-02   0.000000000000000E+00  -2.143550676223516E-02   8.502472548566758E-03   1.465505973115321E-02   0.000000000000000E+00   0.000000000000000E+00   2.665413605564517E-02   3.712739332998925E-02   0.000000000000000E+00   2.143550676223516E-02   2.833712395615563E-01   1.668412515897122E-01   0.000000000000000E+00   2.889774737120299E-01   4.302580503053015E-01   5.031203865913392E-02   1.158066463479755E-03   2.605164069448971E-04   1.158066463479755E-03   5.031203865913392E-02
   0.000000000000000E+00   1.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00  -1.668412515897122E-01   3.472957340204774E-02   0.000000000000000E+00   2.158649185464640E-01  -3.712739332998925E-02  -4.708007123651268E-02   0.000000000000000E+00   3.283884416898798E-02  -1.465505973115321E-02  -2.462281074798579E-02   0.000000000000000E+00   0.000000000000000E+00  -3.712739332998925E-02  -4.708007123651268E-02   0.000000000000000E+00  -3.283884416898798E-02  -1.668412515897122E-01   3.472957340204774E-02   0.000000000000000E+00  -2.158649185464640E-01   4.480496084823767E-01  -5.362354440615770E-03  -1.485975514759958E-03  -4.543244484112308E-04  -1.485975514759958E-03  -5.362354440615770E-03
   0.000000000000000E+00   0.000000000000000E+00   1.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   1.593592641595114E-01   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   9.798485332639689E-03   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   2.779245306096183E-03   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   9.798485332639689E-03   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   1.593592641595114E-01   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00
   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   1.000000000000000E+00   2.889774737120299E-01   2.158649185464640E-01   0.000000000000000E+00  -2.145296765564952E-01   2.143550676223516E-02   3.283884416898798E-02   0.000000000000000E+00  -9.161026852659538E-03   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   2.779245306096183E-03  -2.143550676223516E-02  -3.283884416898798E-02   0.000000000000000E+00  -9.161026852659538E-03  -2.889774737120299E-01  -2.158649185464640E-01   0.000000000000000E+00  -2.145296765564952E-01   0.000000000000000E+00   7.482358352044589E-02   1.211689014055861E-03   0.000000000000000E+00  -1.211689014055861E-03  -7.482358352044589E-02
   2.833712395615563E-01  -1.668412515897122E-01   0.000000000000000E+00   2.889774737120299E-01   1.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   2.833711504779282E-01   3.336823822341326E-01   0.000000000000000E+00   0.000000000000000E+00   2.665413605564517E-02   3.712739332998925E-02   0.000000000000000E+00   2.143550676223516E-02   8.502482658845126E-03   7.327539135041792E-03   0.000000000000000E+00   1.269166784349979E-02   2.665416047683130E-02   0.000000000000000E+00   0.000000000000000E+00   4.287105554024834E-02   5.031207681101329E-02   4.302578433117508E-01   5.031203959628088E-02   1.158067165520552E-03   2.605164313182177E-04   1.158067008929285E-03
   1.668412515897122E-01   3.472957340204774E-02   0.000000000000000E+00   2.158649185464640E-01   0.000000000000000E+00   1.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00  -3.336823822341326E-01  -3.391593348232858E-01   0.000000000000000E+00   0.000000000000000E+00  -3.712739332998925E-02  -4.708007123651268E-02   0.000000000000000E+00  -3.283884416898798E-02  -7.327539135041792E-03  -4.071274316949512E-03   0.000000000000000E+00  -1.186545222032994E-02   0.000000000000000E+00   9.798495339272351E-03   0.000000000000000E+00   0.000000000000000E+00   6.211799291959362E-02   2.240246659763367E-01  -6.748029733736707E-02  -1.792342365457719E-03  -2.271622427331225E-04   3.063657861045842E-04
   0.000000000000000E+00   0.000000000000000E+00   1.593592641595114E-01   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   1.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   1.593591983813346E-01   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   9.798485332639689E-03   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   2.779248921725226E-03   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   9.798495339272351E-03   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00
  -2.889774737120299E-01   2.158649185464640E-01   0.000000000000000E+00  -2.145296765564952E-01   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   1.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   1.593591983813346E-01  -2.143550676223516E-02  -3.283884416898798E-02   0.000000000000000E+00  -9.161026852659538E-03  -1.269166784349979E-02  -1.186545222032994E-02   0.000000000000000E+00  -1.777231356303602E-02  -4.287105554024834E-02   0.000000000000000E+00   0.000000000000000E+00  -6.603963397900116E-02  -4.205575121732479E-02   3.880222648682816E-01   3.276786776451820E-02  -6.810484351587529E-04  -3.934565420010470E-04  -1.892737989973999E-03
   2.665413605564517E-02  -3.712739332998925E-02   0.000000000000000E+00   2.143550676223516E-02   2.833711504779282E-01  -3.336823822341326E-01   0.000000000000000E+00   0.000000000000000E+00   1.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   2.833712395615563E-01   1.668412515897122E-01   0.000000000000000E+00   2.889774737120299E-01   2.665416047683130E-02   0.000000000000000E+00   0.000000000000000E+00   4.287105554024834E-02   8.502482658845126E-03  -7.327539135041792E-03   0.000000000000000E+00   1.269166784349979E-02   1.158067165520552E-03   5.031203959628088E-02   4.302578433117508E-01   5.031207681101329E-02   1.158067008929285E-03   2.605164313182177E-04
   3.712739332998925E-02  -4.708007123651268E-02   0.000000000000000E+00   3.283884416898798E-02   3.336823822341326E-01  -3.391593348232858E-01   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   1.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00  -1.668412515897122E-01   3.472957340204774E-02   0.000000000000000E+00  -2.158649185464640E-01   0.000000000000000E+00   9.798495339272351E-03   0.000000000000000E+00   0.000000000000000E+00   7.327539135041792E-03  -4.071274316949512E-03   0.000000000000000E+00   1.186545222032994E-02   1.792342365457719E-03   6.748029733736707E-02  -2.240246659763367E-01  -6.211799291959362E-02  -3.063657861045842E-04   2.271622427331225E-04
